database,table_name,username,permission_level,last_verified,notes
ods,odsHDRP_HISENSE_WASHING_MACHINE,ds_rd_rw,SELECT,,
ods,odsHDRP_HISENSE_WASHING_MACHINE_TEAM,ds_rd_rw,SELECT,,
ods,odsHDRP_HISENSE_WBS_ROLE_MAJOR_CONFIG,ds_rd_rw,SELECT,,
ods,odsHDRP_HISENSE_WORKBENCH_RATE,ds_rd_rw,SELECT,,
ods,odsHDRP_HISENSE_WORKINGHOUR_FILL_CONF,ds_rd_rw,SELECT,,
ods,odsHDRP_HISENSE_WORKLOAD_PROPORTION,ds_rd_rw,SELECT,,
ods,odsHDRP_IDS_HI3_U_NUMBER,ds_rd_rw,SELECT,,
ods,odsIPR_DICTIONARY_DATA,ds_rd_rw,SELECT,,
ods,odsIPR_ORGANIZATION,ds_rd_rw,SELECT,,
ods,odsIPR_PATENT_APPLY,ds_rd_rw,SELECT,,
ods,odsIPR_USER_BASE,ds_rd_rw,SELECT,,
ods,odsJTPLM_HIS_MATERIAL_RLTH,ds_rd_rw,SELECT,,
ods,odsJTPLM_HIS_ROADMAPPLANNINGKANBAN,ds_rd_rw,SELECT,,
ods,odsS700_ZTMDG01,ds_rd_rw,SELECT,,
ods,ods_cdpdws_mdg_lifecircle_his_change_usage_df,ds_rd_rw,SELECT,,
ods,ods_feishu_base_P8vTbFzrTaWtQLspDwgcpbm8nng_tbl8PBYKby97MVvy,ds_rd_rw,SELECT,,
ods,ods_feishu_base_P8vTbFzrTaWtQLspDwgcpbm8nng_tblT8dRgmsgrWu9c,ds_rd_rw,SELECT,,
ods,ods_feishu_base_P8vTbFzrTaWtQLspDwgcpbm8nng_tblugJ2ghgEELtWU,ds_rd_rw,SELECT,,
ods,ods_feishu_base_lcpibsvddaflhtswdpacyjzznlb_tbltn01noywv6cpy,ds_rd_rw,SELECT,,澶氱淮琛ㄦ牸-https://hisense.feishu.cn/base/LcpibsVDdaflHtswdPacyjZznLb?table=tblTn01NOYwv6CPY&view=vewXxBNTOK
ods,ods_gp_cgklcjwlk_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_gp_cgkzybjwlk_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_gp_cgl,ds_rd_rw,SELECT,,鐗╂枡閲囪喘閲忔槑缁?
ods,ods_gp_cgwlk_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_gp_jtplm_material,ds_rd_rw,SELECT,,鐗╂枡閲囪喘閲忔槑缁?
ods,ods_gp_mdg_mid,ds_rd_rw,SELECT,,鐗╂枡閲囪喘閲忔槑缁?
ods,ods_gp_plwlk_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_gp_tier_cgklcjwlk_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_gp_tier_cgkzybjwlk_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_gp_tier_material_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_gp_tywl_detail,ds_rd_rw,SELECT,,鐗╂枡閲囪喘閲忔槑缁?
ods,ods_gp_tywl_fszb_detail,ds_rd_rw,SELECT,,鐗╂枡閲囪喘閲忔槑缁?
ods,ods_gp_tywl_lb,ds_rd_rw,SELECT,,鐗╂枡閲囪喘閲忔槑缁?
ods,ods_gp_tywl_plzbk_detail,ds_rd_rw,SELECT,,鍝佺被鎸囨爣搴撴槑缁?
ods,ods_gp_tywl_tier_plzbk_detail,ds_rd_rw,SELECT,,澶磋叞灏剧墿鏂欐槑缁嗕笉鍒嗗伐鍘傚搧绫绘寚鏍囧簱
ods,ods_gp_tywl_wlk_results,ds_rd_rw,SELECT,,鍚勭墿鏂欏簱缁撴灉鍊?
ods,ods_gp_ycgjlcgjwlk_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_gp_yfwlk_detail,ds_rd_rw,SELECT,,甯歌鐗╂枡鏁版嵁
ods,ods_hdrp_hisense_master_data_class,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,ods_hdrp_t_fd_dictionary_item,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,ods_hdrp_t_iba_float_value,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,ods_mr_v_app_fm_imat_saledata,ds_rd_rw,SELECT,,绠℃姤绯荤粺钀ラ攢鍏徃浜у搧姣涘埄鐜?鍚埌鐗╂枡鐨勬垚鏈?鏄庣粏琛?
ods,ods_slt_s600_mseg,ds_rd_rw,SELECT,,鐗╂枡鍑瘉琛岄」鐩俊鎭?
ods,ods_slt_s700_mseg,ds_rd_rw,SELECT,,鐗╂枡鍑瘉琛岄」鐩俊鎭?
ods,ods_slt_s800_mseg,ds_rd_rw,SELECT,,鐗╂枡鍑瘉琛岄」鐩俊鎭?
ods,ods_slt_s900_mseg,ds_rd_rw,SELECT,,鐗╂枡鍑瘉琛岄」鐩俊鎭?
ods,odsaps_plan_scm_allobom_domestic_kt_snapshot,ds_rd_rw,SELECT,,涓昏鍒掑揩鐓ц〃
ods,odsbpm_v_hxjt_optmsg,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsbpm_v_hxjt_wf_h_optmsg,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odscdpprofile_dws_mdg_lifecircle_his_change_df,ds_rd_rw,SELECT,,鐗╂枡鐢熷懡鍛ㄦ湡鍘嗗彶鍙樻洿瀹借〃
ods,odscdpprofile_dws_mdg_prop_status_his_change_df,ds_rd_rw,SELECT,,鐗╂枡灞炴€х姸鎬佸巻鍙插彉鏇村琛?
ods,odscis_FW_PROPERTY,ds_rd_rw,SELECT,,
ods,odscis_base_matkl,ds_rd_rw,SELECT,,鐗╂枡缁?
ods,odscis_cust_info,ds_rd_rw,SELECT,,鍟嗗鍩虹淇℃伅-鐢熸晥
ods,odscis_cust_info_detail,ds_rd_rw,SELECT,,鍟嗗钀ラ攢妯″紡-鐢熸晥
ods,odscis_fw_org,ds_rd_rw,SELECT,,缁勭粐
ods,odscst_production_cost_info,ds_rd_rw,SELECT,,鐢熶骇鎴愭湰灞曠ず鏁版嵁
ods,odsdds_t_dict,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsdds_t_dict_item,ds_rd_rw,SELECT,,棰勭爺椤圭洰鏁版嵁瀛楀吀璇︾粏
ods,odsdds_t_pre_project_master,ds_rd_rw,SELECT,,棰勭爺椤圭洰-椤圭洰鍗曟嵁琛?
ods,odsdds_t_role,ds_rd_rw,SELECT,,瑙掕壊琛?
ods,odsdds_t_user,ds_rd_rw,SELECT,,鐢ㄦ埛琛?
ods,odsdds_t_user_role,ds_rd_rw,SELECT,,鐢ㄦ埛瑙掕壊鍏宠仈琛?
ods,odsdt_tm_ldap_user,ds_rd_rw,SELECT,,s900 getbom
ods,odsebpm_wf_h_optmsg,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsebpm_wf_h_workitem,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsebpm_wfactivityinst,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsebpm_wfoptmsg,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsemp_sms_hac_hh_gj_contract,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsemp_sms_hac_hh_gj_contract_detail,ds_rd_rw,SELECT,,鍥介檯鍚堝悓鏄庣粏琛?
ods,odsemp_sms_hac_hh_gj_tr_detial,ds_rd_rw,SELECT,,娴峰鍙戣揣閫氱煡鍗曟槑缁?
ods,odsemp_sms_hac_hh_gj_tr_notice,ds_rd_rw,SELECT,,娴峰鍙戣揣閫氱煡鍗?
ods,odsemp_sms_hac_hise_country,ds_rd_rw,SELECT,,鍥藉淇℃伅琛?
ods,odsemp_sms_hac_hise_dept,ds_rd_rw,SELECT,,缁勭粐琛?
ods,odsgic_t_bd_material,ds_rd_rw,SELECT,,鐗╂枡
ods,odsgss_im_blx_gss_yanfa_model_relationship,ds_rd_rw,SELECT,,鍐板喎娲椾骇鍝佷富鏁版嵁GSS-鐮斿彂骞冲彴鍨嬪彿瀵瑰簲鍏崇郴琛?
ods,odsgss_im_cpcwfproch,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsgss_im_drp_parameter,ds_rd_rw,SELECT,,鍙傛暟璁剧疆
ods,odsgss_im_ecc_pln_bd_lg_product_title,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsgss_im_ecc_pln_bd_product_title,ds_rd_rw,SELECT,,浜у搧瑙勫垝澶磋〃
ods,odsgss_im_ecc_pln_bd_xyj_product_title,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsgss_im_order_agreement_bx_itemval,ds_rd_rw,SELECT,,鐧界數璁㈠崟鍙拌处鏄庣粏琛?鍐扮
ods,odsgss_im_order_agreement_lg_itemval,ds_rd_rw,SELECT,,鐧界數璁㈠崟鍙拌处鏄庣粏琛?鍐锋煖
ods,odsgss_im_order_agreement_xyj_itemval,ds_rd_rw,SELECT,,鐧界數璁㈠崟鍙拌处鏄庣粏琛?娲楄。鏈?
ods,odsgss_im_pro_item_header,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsgss_im_rolling_plan_detail,ds_rd_rw,SELECT,,婊氬姩璁″垝鏄庣粏琛?
ods,odsgss_im_sale_jnewp_bg_project_header,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsgss_im_sale_jnewp_project_header,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsgss_im_sale_snewp_bg_project_header,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsgss_im_sap_product_info,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_HISENSE_MASTER_DATA,ds_rd_rw,SELECT,,
ods,odshdrp_T_IBA_INTEGER_VALUE,ds_rd_rw,SELECT,,
ods,odshdrp_T_IBA_TIMESTAMP_VALUE,ds_rd_rw,SELECT,,
ods,odshdrp_act_hi_procinst,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_act_hi_taskinst,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_actual_man_hour_detail,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_actual_man_hour_item,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_assist_work_flow,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_baseline_plan_extent,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_basis_point_target,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_budget_man_hour,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_calibre_goal_storard,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_change_history,ds_rd_rw,SELECT,,璁㈠崟椤圭洰鏁伴噺
ods,odshdrp_hisense_cost_base,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_bom,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_bom_analogy,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_bom_replace,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_bulk_material,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_machine_old_brand,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_product,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_target,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_target_achieve,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_delisted_form,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_delisted_form_md_link,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_develop_project,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_estimate_budget_info,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_estimate_info,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_granularity_conf,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_iba_md_attr_class,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_ice_box_check,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_ice_box_team,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_identify_needs,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_init_product_metrics,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_initial_approval,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_initial_assistant,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_initiation_milestone,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_internal_needs,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_internal_requirement,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_invalid_serialcode,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_invest_profit_estimate,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_issue_analysis,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_man_hour_analysis,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_manhours_rate_conf,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_manufacture_process_eval,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_manufacturing_indicator,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_master_budget_data,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_master_data_chanege_file,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_master_data_link,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_master_data_master,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_material_complete_info,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_material_kit_describe,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_material_particulars,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_material_prep_base,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_material_prep_item,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_md_attr,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_md_attr_group,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_md_attr_option,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_md_serial,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_min_sale_volume,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_minimum_sales_volume,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_displaymachreq,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_engdesignsug,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_icnps,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_marketanalyze,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_marketreqmapping,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_prototypereq,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_relproductinfo,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_relsalemodels,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_stdcompliancereq,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_mrb_work_flow,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_org_prototype_trial,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_other_problems,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_other_tax_rate,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_pf_roadmap_change,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_pf_roadmap_work_flow,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_plan_diff_level,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_platform_roadmap,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_pm_transfer_work_flow,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_positive_decompose,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_price_policy,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_pricing_logic_detail,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_pricing_logic_main,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_pro_budget_work_flow,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_pro_grossmargin,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_problem_closed,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_problem_management,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_problem_picture,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_problem_rectification,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_problem_temporary,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_problemcategory,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_budget,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_change_analysis,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_cost,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_cost_rate,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_granularity,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_info_link,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_info_req_link,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_lifecycle_node,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_line_config,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_rate,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_roadmap,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_roadmap_change,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_roadmap_wf,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_summary,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_profession_category_map,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_profit_estimate_info,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_profit_estimate_subject,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_program,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_program_and_verify,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_program_associate,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_program_view,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_proj_init_data,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_approve_role,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_bp_cost_diff,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_change_task,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_closure_info,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_link_change,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_list_change,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_list_number,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_list_rel_t,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_list_standard,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_list_work_flow,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_overview,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_overview_item,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_require_report,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_review,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_review_element,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_review_output,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_review_person,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_spot_check,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_project_spot_history,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_proto_eval_review_base,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_prototype_confirmation,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_prototype_review,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_prototype_unit_item,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_public_project_conf,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_quota_config_detail,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_quota_info,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_quota_standard,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_reimbursable_duration,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_require_detail_account,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_required_notice_project,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_requirement_dict,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_requirement_dict_class,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_requirement_label,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_result_entity,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_review_goal_content,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_sap_io_config,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_sta_budget_man_hour,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_technology_transfer,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_initial_require_work_flow,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_pm_baseline,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_pm_basicline_member_link,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_pm_basicline_plan,ds_rd_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
