database,table_name,username,permission_level,last_verified,notes
dw,dim_adm_china_dd,ds_kqzzsjfx_rw,SELECT,,鍖哄煙-涓浗琛屾斂鍖哄垝
dw,dim_attr_value_info_dd,ds_kqzzsjfx_rw,SELECT,,灞炴€у€间俊鎭淮搴﹁〃
dw,dim_customer_base_info_dd,ds_kqzzsjfx_rw,SELECT,,瀹㈡埛涓绘暟鎹熀鏈俊鎭?
dw,dim_customer_trade_info_dd,ds_kqzzsjfx_rw,SELECT,,瀹㈡埛璐告槗鍏崇郴淇℃伅淇℃伅
dw,dim_date_nd,ds_kqzzsjfx_rw,SELECT,,鏃ユ湡缁村害涓昏〃
dw,dim_material_attr_info_dd,ds_kqzzsjfx_rw,SELECT,,鐗╂枡瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_material_base_info_dd,ds_kqzzsjfx_rw,SELECT,,鐗╂枡涓绘暟鎹熀鏈俊鎭?
dw,dim_material_class_attr_mapping_dd,ds_kqzzsjfx_rw,SELECT,,鐗╂枡鍒嗙被-灞炴€у叧绯绘槧灏勮〃
dw,dim_material_class_info_dd,ds_kqzzsjfx_rw,SELECT,,鐗╂枡鍒嗙被淇℃伅骞抽摵灞曠ず琛?
dw,dim_material_sap_compare_dd,ds_kqzzsjfx_rw,SELECT,,鐗╂枡绯荤粺缂栫爜瀵圭収
dw,dim_product_addl_info_dd,ds_kqzzsjfx_rw,SELECT,,浜у搧闄勫姞淇℃伅-鐗╂枡缁勩€侀攢鍞粍缁囦俊鎭?
dw,dim_product_attr_info_dd,ds_kqzzsjfx_rw,SELECT,,浜у搧瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_product_base_info_dd,ds_kqzzsjfx_rw,SELECT,,浜у搧涓绘暟鎹熀鏈俊鎭?
dw,dim_product_base_info_nd,ds_kqzzsjfx_rw,SELECT,,鐭ヨ瘑搴?浜у搧灞炴€т俊鎭?
dw,dim_product_class_info_dd,ds_kqzzsjfx_rw,SELECT,,浜у搧鍒嗙被缁村害琛?
dw,dim_public_reference_data_dd,ds_kqzzsjfx_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
dw,dim_supplier_base_info_dd,ds_kqzzsjfx_rw,SELECT,,渚涘簲鍟嗕富鏁版嵁鍩烘湰淇℃伅
dw,dim_supplier_company_info_dd,ds_kqzzsjfx_rw,SELECT,,渚涘簲鍟?鍏徃瑙嗗浘
ods,odss990_ZMDGT139,ds_kqzzsjfx_rw,SELECT,,
ods,odss990_ZMDGT150,ds_kqzzsjfx_rw,SELECT,,
ods,odss990_ZMDGT153,ds_kqzzsjfx_rw,SELECT,,
ods,odss990_tgsb,ds_kqzzsjfx_rw,SELECT,,涓氬姟鑼冨洿
ods,odss990_zmdgt134,ds_kqzzsjfx_rw,SELECT,,鍔犺浇鏃堕棿
ods,odss990_zmdgt137,ds_kqzzsjfx_rw,SELECT,,涓氬姟鑼冨洿鍜屽叕鍙镐唬鐮佸叧绯?
ods,odss990_zmdgt138,ds_kqzzsjfx_rw,SELECT,,鍋滅敤鏍囪瘑
ods,odss990_zmdgt143,ds_kqzzsjfx_rw,SELECT,,鍒╂鼎涓績涓庢垚鏈腑蹇冨叧绯昏〃
ods,odss990_zmdgt144,ds_kqzzsjfx_rw,SELECT,,涓氬姟鑼冨洿涓庢垚鏈腑蹇冨叧绯昏〃
dim,dim_mhr_mos_org_base_info_dd,ds_tvs_rw,SELECT,,缁勭粐涓绘暟鎹熀鏈俊鎭?
dim,dim_mk_shop_detail_dd,ds_tvs_rw,SELECT,,闂ㄥ簵鏄庣粏琛?
dim,dim_mk_shop_info_dd,ds_tvs_rw,SELECT,,闂ㄥ簵鍩虹淇℃伅琛?
dim,dim_ref_data_dd,ds_tvs_rw,SELECT,,鍙傝€冩暟鎹?缂栫爜缁村害琛?
dim,dim_ref_quote_code_dd,ds_tvs_rw,SELECT,,鍙傝€冩暟鎹?浠ｇ爜缁村害琛?
dw,dim_adm_china_dd,ds_tvs_rw,SELECT,,鍖哄煙-涓浗琛屾斂鍖哄垝
dw,dim_attr_value_info_dd,ds_tvs_rw,SELECT,,灞炴€у€间俊鎭淮搴﹁〃
dw,dim_customer_base_info_dd,ds_tvs_rw,SELECT,,瀹㈡埛涓绘暟鎹熀鏈俊鎭?
dw,dim_customer_trade_info_dd,ds_tvs_rw,SELECT,,瀹㈡埛璐告槗鍏崇郴淇℃伅淇℃伅
dw,dim_date_nd,ds_tvs_rw,SELECT,,鏃ユ湡缁村害涓昏〃
dw,dim_material_attr_info_dd,ds_tvs_rw,SELECT,,鐗╂枡瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_material_base_info_dd,ds_tvs_rw,SELECT,,鐗╂枡涓绘暟鎹熀鏈俊鎭?
dw,dim_material_class_attr_mapping_dd,ds_tvs_rw,SELECT,,鐗╂枡鍒嗙被-灞炴€у叧绯绘槧灏勮〃
dw,dim_material_class_info_dd,ds_tvs_rw,SELECT,,鐗╂枡鍒嗙被淇℃伅骞抽摵灞曠ず琛?
dw,dim_material_sap_compare_dd,ds_tvs_rw,SELECT,,鐗╂枡绯荤粺缂栫爜瀵圭収
dw,dim_product_addl_info_dd,ds_tvs_rw,SELECT,,浜у搧闄勫姞淇℃伅-鐗╂枡缁勩€侀攢鍞粍缁囦俊鎭?
dw,dim_product_attr_info_dd,ds_tvs_rw,SELECT,,浜у搧瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_product_base_info_dd,ds_tvs_rw,SELECT,,浜у搧涓绘暟鎹熀鏈俊鎭?
dw,dim_product_base_info_nd,ds_tvs_rw,SELECT,,鐭ヨ瘑搴?浜у搧灞炴€т俊鎭?
dw,dim_product_class_info_dd,ds_tvs_rw,SELECT,,浜у搧鍒嗙被缁村害琛?
dw,dim_public_reference_data_dd,ds_tvs_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
dw,dim_supplier_base_info_dd,ds_tvs_rw,SELECT,,渚涘簲鍟嗕富鏁版嵁鍩烘湰淇℃伅
dw,dim_supplier_company_info_dd,ds_tvs_rw,SELECT,,渚涘簲鍟?鍏徃瑙嗗浘
ods,odss990_ZMDGT139,ds_tvs_rw,SELECT,,
ods,odss990_ZMDGT150,ds_tvs_rw,SELECT,,
ods,odss990_ZMDGT153,ds_tvs_rw,SELECT,,
ods,odss990_tgsb,ds_tvs_rw,SELECT,,涓氬姟鑼冨洿
ods,odss990_zmdgt134,ds_tvs_rw,SELECT,,鍔犺浇鏃堕棿
ods,odss990_zmdgt137,ds_tvs_rw,SELECT,,涓氬姟鑼冨洿鍜屽叕鍙镐唬鐮佸叧绯?
ods,odss990_zmdgt138,ds_tvs_rw,SELECT,,鍋滅敤鏍囪瘑
ods,odss990_zmdgt143,ds_tvs_rw,SELECT,,鍒╂鼎涓績涓庢垚鏈腑蹇冨叧绯昏〃
ods,odss990_zmdgt144,ds_tvs_rw,SELECT,,涓氬姟鑼冨洿涓庢垚鏈腑蹇冨叧绯昏〃
dim,dim_mhr_mos_org_base_info_dd,ds_hiagent_ro,SELECT,,缁勭粐涓绘暟鎹熀鏈俊鎭?
dim,dim_mk_shop_detail_dd,ds_hiagent_ro,SELECT,,闂ㄥ簵鏄庣粏琛?
dim,dim_mk_shop_info_dd,ds_hiagent_ro,SELECT,,闂ㄥ簵鍩虹淇℃伅琛?
dim,dim_ref_data_dd,ds_hiagent_ro,SELECT,,鍙傝€冩暟鎹?缂栫爜缁村害琛?
dim,dim_ref_quote_code_dd,ds_hiagent_ro,SELECT,,鍙傝€冩暟鎹?浠ｇ爜缁村害琛?
dw,dim_adm_china_dd,ds_hiagent_ro,SELECT,,鍖哄煙-涓浗琛屾斂鍖哄垝
dw,dim_attr_value_info_dd,ds_hiagent_ro,SELECT,,灞炴€у€间俊鎭淮搴﹁〃
dw,dim_customer_base_info_dd,ds_hiagent_ro,SELECT,,瀹㈡埛涓绘暟鎹熀鏈俊鎭?
dw,dim_customer_trade_info_dd,ds_hiagent_ro,SELECT,,瀹㈡埛璐告槗鍏崇郴淇℃伅淇℃伅
dw,dim_date_nd,ds_hiagent_ro,SELECT,,鏃ユ湡缁村害涓昏〃
dw,dim_material_attr_info_dd,ds_hiagent_ro,SELECT,,鐗╂枡瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_material_base_info_dd,ds_hiagent_ro,SELECT,,鐗╂枡涓绘暟鎹熀鏈俊鎭?
dw,dim_material_class_attr_mapping_dd,ds_hiagent_ro,SELECT,,鐗╂枡鍒嗙被-灞炴€у叧绯绘槧灏勮〃
dw,dim_material_class_info_dd,ds_hiagent_ro,SELECT,,鐗╂枡鍒嗙被淇℃伅骞抽摵灞曠ず琛?
dw,dim_material_sap_compare_dd,ds_hiagent_ro,SELECT,,鐗╂枡绯荤粺缂栫爜瀵圭収
dw,dim_product_addl_info_dd,ds_hiagent_ro,SELECT,,浜у搧闄勫姞淇℃伅-鐗╂枡缁勩€侀攢鍞粍缁囦俊鎭?
dw,dim_product_attr_info_dd,ds_hiagent_ro,SELECT,,浜у搧瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_product_base_info_dd,ds_hiagent_ro,SELECT,,浜у搧涓绘暟鎹熀鏈俊鎭?
dw,dim_product_base_info_nd,ds_hiagent_ro,SELECT,,鐭ヨ瘑搴?浜у搧灞炴€т俊鎭?
dw,dim_product_class_info_dd,ds_hiagent_ro,SELECT,,浜у搧鍒嗙被缁村害琛?
dw,dim_public_reference_data_dd,ds_hiagent_ro,SELECT,,婧愮郴缁熸棤娉ㄩ噴
dw,dim_supplier_base_info_dd,ds_hiagent_ro,SELECT,,渚涘簲鍟嗕富鏁版嵁鍩烘湰淇℃伅
dw,dim_supplier_company_info_dd,ds_hiagent_ro,SELECT,,渚涘簲鍟?鍏徃瑙嗗浘
ods,odss990_ZMDGT139,ds_hiagent_ro,SELECT,,
ods,odss990_ZMDGT150,ds_hiagent_ro,SELECT,,
ods,odss990_ZMDGT153,ds_hiagent_ro,SELECT,,
ods,odss990_tgsb,ds_hiagent_ro,SELECT,,涓氬姟鑼冨洿
ods,odss990_zmdgt134,ds_hiagent_ro,SELECT,,鍔犺浇鏃堕棿
ods,odss990_zmdgt137,ds_hiagent_ro,SELECT,,涓氬姟鑼冨洿鍜屽叕鍙镐唬鐮佸叧绯?
ods,odss990_zmdgt138,ds_hiagent_ro,SELECT,,鍋滅敤鏍囪瘑
ods,odss990_zmdgt143,ds_hiagent_ro,SELECT,,鍒╂鼎涓績涓庢垚鏈腑蹇冨叧绯昏〃
ods,odss990_zmdgt144,ds_hiagent_ro,SELECT,,涓氬姟鑼冨洿涓庢垚鏈腑蹇冨叧绯昏〃
dim,dim_mhr_mos_org_base_info_dd,ds_gtms_ro,SELECT,,缁勭粐涓绘暟鎹熀鏈俊鎭?
dim,dim_mk_shop_detail_dd,ds_gtms_ro,SELECT,,闂ㄥ簵鏄庣粏琛?
dim,dim_mk_shop_info_dd,ds_gtms_ro,SELECT,,闂ㄥ簵鍩虹淇℃伅琛?
dim,dim_ref_data_dd,ds_gtms_ro,SELECT,,鍙傝€冩暟鎹?缂栫爜缁村害琛?
dim,dim_ref_quote_code_dd,ds_gtms_ro,SELECT,,鍙傝€冩暟鎹?浠ｇ爜缁村害琛?
dw,dim_adm_china_dd,ds_gtms_ro,SELECT,,鍖哄煙-涓浗琛屾斂鍖哄垝
dw,dim_attr_value_info_dd,ds_gtms_ro,SELECT,,灞炴€у€间俊鎭淮搴﹁〃
dw,dim_customer_base_info_dd,ds_gtms_ro,SELECT,,瀹㈡埛涓绘暟鎹熀鏈俊鎭?
dw,dim_customer_trade_info_dd,ds_gtms_ro,SELECT,,瀹㈡埛璐告槗鍏崇郴淇℃伅淇℃伅
dw,dim_date_nd,ds_gtms_ro,SELECT,,鏃ユ湡缁村害涓昏〃
dw,dim_material_attr_info_dd,ds_gtms_ro,SELECT,,鐗╂枡瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_material_base_info_dd,ds_gtms_ro,SELECT,,鐗╂枡涓绘暟鎹熀鏈俊鎭?
dw,dim_material_class_attr_mapping_dd,ds_gtms_ro,SELECT,,鐗╂枡鍒嗙被-灞炴€у叧绯绘槧灏勮〃
dw,dim_material_class_info_dd,ds_gtms_ro,SELECT,,鐗╂枡鍒嗙被淇℃伅骞抽摵灞曠ず琛?
dw,dim_material_sap_compare_dd,ds_gtms_ro,SELECT,,鐗╂枡绯荤粺缂栫爜瀵圭収
dw,dim_product_addl_info_dd,ds_gtms_ro,SELECT,,浜у搧闄勫姞淇℃伅-鐗╂枡缁勩€侀攢鍞粍缁囦俊鎭?
dw,dim_product_attr_info_dd,ds_gtms_ro,SELECT,,浜у搧瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_product_base_info_dd,ds_gtms_ro,SELECT,,浜у搧涓绘暟鎹熀鏈俊鎭?
dw,dim_product_base_info_nd,ds_gtms_ro,SELECT,,鐭ヨ瘑搴?浜у搧灞炴€т俊鎭?
dw,dim_product_class_info_dd,ds_gtms_ro,SELECT,,浜у搧鍒嗙被缁村害琛?
dw,dim_public_reference_data_dd,ds_gtms_ro,SELECT,,婧愮郴缁熸棤娉ㄩ噴
dw,dim_supplier_base_info_dd,ds_gtms_ro,SELECT,,渚涘簲鍟嗕富鏁版嵁鍩烘湰淇℃伅
dw,dim_supplier_company_info_dd,ds_gtms_ro,SELECT,,渚涘簲鍟?鍏徃瑙嗗浘
ods,odss990_ZMDGT139,ds_gtms_ro,SELECT,,
ods,odss990_ZMDGT150,ds_gtms_ro,SELECT,,
ods,odss990_ZMDGT153,ds_gtms_ro,SELECT,,
ods,odss990_tgsb,ds_gtms_ro,SELECT,,涓氬姟鑼冨洿
ods,odss990_zmdgt134,ds_gtms_ro,SELECT,,鍔犺浇鏃堕棿
ods,odss990_zmdgt137,ds_gtms_ro,SELECT,,涓氬姟鑼冨洿鍜屽叕鍙镐唬鐮佸叧绯?
ods,odss990_zmdgt138,ds_gtms_ro,SELECT,,鍋滅敤鏍囪瘑
ods,odss990_zmdgt143,ds_gtms_ro,SELECT,,鍒╂鼎涓績涓庢垚鏈腑蹇冨叧绯昏〃
ods,odss990_zmdgt144,ds_gtms_ro,SELECT,,涓氬姟鑼冨洿涓庢垚鏈腑蹇冨叧绯昏〃
dim,dim_mhr_mos_org_base_info_dd,ds_xhsyb_pdty_ro,SELECT,,缁勭粐涓绘暟鎹熀鏈俊鎭?
dim,dim_mk_shop_detail_dd,ds_xhsyb_pdty_ro,SELECT,,闂ㄥ簵鏄庣粏琛?
dim,dim_mk_shop_info_dd,ds_xhsyb_pdty_ro,SELECT,,闂ㄥ簵鍩虹淇℃伅琛?
dim,dim_ref_data_dd,ds_xhsyb_pdty_ro,SELECT,,鍙傝€冩暟鎹?缂栫爜缁村害琛?
dim,dim_ref_quote_code_dd,ds_xhsyb_pdty_ro,SELECT,,鍙傝€冩暟鎹?浠ｇ爜缁村害琛?
dw,dim_adm_china_dd,ds_xhsyb_pdty_ro,SELECT,,鍖哄煙-涓浗琛屾斂鍖哄垝
dw,dim_attr_value_info_dd,ds_xhsyb_pdty_ro,SELECT,,灞炴€у€间俊鎭淮搴﹁〃
dw,dim_customer_base_info_dd,ds_xhsyb_pdty_ro,SELECT,,瀹㈡埛涓绘暟鎹熀鏈俊鎭?
dw,dim_customer_trade_info_dd,ds_xhsyb_pdty_ro,SELECT,,瀹㈡埛璐告槗鍏崇郴淇℃伅淇℃伅
dw,dim_date_nd,ds_xhsyb_pdty_ro,SELECT,,鏃ユ湡缁村害涓昏〃
dw,dim_material_attr_info_dd,ds_xhsyb_pdty_ro,SELECT,,鐗╂枡瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_material_base_info_dd,ds_xhsyb_pdty_ro,SELECT,,鐗╂枡涓绘暟鎹熀鏈俊鎭?
dw,dim_material_class_attr_mapping_dd,ds_xhsyb_pdty_ro,SELECT,,鐗╂枡鍒嗙被-灞炴€у叧绯绘槧灏勮〃
dw,dim_material_class_info_dd,ds_xhsyb_pdty_ro,SELECT,,鐗╂枡鍒嗙被淇℃伅骞抽摵灞曠ず琛?
dw,dim_material_sap_compare_dd,ds_xhsyb_pdty_ro,SELECT,,鐗╂枡绯荤粺缂栫爜瀵圭収
dw,dim_product_addl_info_dd,ds_xhsyb_pdty_ro,SELECT,,浜у搧闄勫姞淇℃伅-鐗╂枡缁勩€侀攢鍞粍缁囦俊鎭?
dw,dim_product_attr_info_dd,ds_xhsyb_pdty_ro,SELECT,,浜у搧瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_product_base_info_dd,ds_xhsyb_pdty_ro,SELECT,,浜у搧涓绘暟鎹熀鏈俊鎭?
dw,dim_product_base_info_nd,ds_xhsyb_pdty_ro,SELECT,,鐭ヨ瘑搴?浜у搧灞炴€т俊鎭?
dw,dim_product_class_info_dd,ds_xhsyb_pdty_ro,SELECT,,浜у搧鍒嗙被缁村害琛?
dw,dim_public_reference_data_dd,ds_xhsyb_pdty_ro,SELECT,,婧愮郴缁熸棤娉ㄩ噴
dw,dim_supplier_base_info_dd,ds_xhsyb_pdty_ro,SELECT,,渚涘簲鍟嗕富鏁版嵁鍩烘湰淇℃伅
dw,dim_supplier_company_info_dd,ds_xhsyb_pdty_ro,SELECT,,渚涘簲鍟?鍏徃瑙嗗浘
ods,odsgss_im_rolling_plan_detail,ds_xhsyb_pdty_ro,SELECT,,婊氬姩璁″垝鏄庣粏琛?
ods,odsjtplm_hwa_change,ds_xhsyb_pdty_ro,SELECT,,鐧界數鍙樻洿
ods,odss990_ZMDGT139,ds_xhsyb_pdty_ro,SELECT,,
ods,odss990_ZMDGT150,ds_xhsyb_pdty_ro,SELECT,,
ods,odss990_ZMDGT153,ds_xhsyb_pdty_ro,SELECT,,
ods,odss990_tgsb,ds_xhsyb_pdty_ro,SELECT,,涓氬姟鑼冨洿
ods,odss990_zmdgt134,ds_xhsyb_pdty_ro,SELECT,,鍔犺浇鏃堕棿
ods,odss990_zmdgt137,ds_xhsyb_pdty_ro,SELECT,,涓氬姟鑼冨洿鍜屽叕鍙镐唬鐮佸叧绯?
ods,odss990_zmdgt138,ds_xhsyb_pdty_ro,SELECT,,鍋滅敤鏍囪瘑
ods,odss990_zmdgt143,ds_xhsyb_pdty_ro,SELECT,,鍒╂鼎涓績涓庢垚鏈腑蹇冨叧绯昏〃
ods,odss990_zmdgt144,ds_xhsyb_pdty_ro,SELECT,,涓氬姟鑼冨洿涓庢垚鏈腑蹇冨叧绯昏〃
ods,odssrmn_md_org,ds_xhsyb_pdty_ro,SELECT,,宸ュ巶
ods,odssrmn_md_supp_client,ds_xhsyb_pdty_ro,SELECT,,渚涘簲鍟哠AP缂栫爜琛?
ods,odssrmn_md_supp_info,ds_xhsyb_pdty_ro,SELECT,,渚涘簲鍟嗕俊鎭〃(涓氬姟鎵ц浣跨敤)
dim,dim_mhr_mos_org_base_info_dd,ds_audit_rw,SELECT,,缁勭粐涓绘暟鎹熀鏈俊鎭?
dim,dim_mk_shop_detail_dd,ds_audit_rw,SELECT,,闂ㄥ簵鏄庣粏琛?
dim,dim_mk_shop_info_dd,ds_audit_rw,SELECT,,闂ㄥ簵鍩虹淇℃伅琛?
dim,dim_ref_data_dd,ds_audit_rw,SELECT,,鍙傝€冩暟鎹?缂栫爜缁村害琛?
dim,dim_ref_quote_code_dd,ds_audit_rw,SELECT,,鍙傝€冩暟鎹?浠ｇ爜缁村害琛?
dw,dim_adm_china_dd,ds_audit_rw,SELECT,,鍖哄煙-涓浗琛屾斂鍖哄垝
dw,dim_attr_value_info_dd,ds_audit_rw,SELECT,,灞炴€у€间俊鎭淮搴﹁〃
dw,dim_customer_base_info_dd,ds_audit_rw,SELECT,,瀹㈡埛涓绘暟鎹熀鏈俊鎭?
dw,dim_customer_trade_info_dd,ds_audit_rw,SELECT,,瀹㈡埛璐告槗鍏崇郴淇℃伅淇℃伅
dw,dim_date_nd,ds_audit_rw,SELECT,,鏃ユ湡缁村害涓昏〃
dw,dim_material_attr_info_dd,ds_audit_rw,SELECT,,鐗╂枡瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_material_base_info_dd,ds_audit_rw,SELECT,,鐗╂枡涓绘暟鎹熀鏈俊鎭?
dw,dim_material_class_attr_mapping_dd,ds_audit_rw,SELECT,,鐗╂枡鍒嗙被-灞炴€у叧绯绘槧灏勮〃
dw,dim_material_class_info_dd,ds_audit_rw,SELECT,,鐗╂枡鍒嗙被淇℃伅骞抽摵灞曠ず琛?
dw,dim_material_sap_compare_dd,ds_audit_rw,SELECT,,鐗╂枡绯荤粺缂栫爜瀵圭収
dw,dim_product_addl_info_dd,ds_audit_rw,SELECT,,浜у搧闄勫姞淇℃伅-鐗╂枡缁勩€侀攢鍞粍缁囦俊鎭?
dw,dim_product_attr_info_dd,ds_audit_rw,SELECT,,浜у搧瀵瑰簲灞炴€у強灞炴€у€间俊鎭?
dw,dim_product_base_info_dd,ds_audit_rw,SELECT,,浜у搧涓绘暟鎹熀鏈俊鎭?
dw,dim_product_base_info_nd,ds_audit_rw,SELECT,,鐭ヨ瘑搴?浜у搧灞炴€т俊鎭?
dw,dim_product_class_info_dd,ds_audit_rw,SELECT,,浜у搧鍒嗙被缁村害琛?
dw,dim_public_reference_data_dd,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
dw,dim_supplier_base_info_dd,ds_audit_rw,SELECT,,渚涘簲鍟嗕富鏁版嵁鍩烘湰淇℃伅
dw,dim_supplier_company_info_dd,ds_audit_rw,SELECT,,渚涘簲鍟?鍏徃瑙嗗浘
dwd,dwd_ipd_irs_s600_bom_dd,ds_audit_rw,SELECT,,sap600bom骞抽摵琛?
dwd,dwd_ipd_irs_s800_bom_dd,ds_audit_rw,SELECT,,sap800bom骞抽摵琛?
ods,ODSJTPLM_his_productmodel,ds_audit_rw,SELECT,,
ods,ODSJTPLM_his_productplatform,ds_audit_rw,SELECT,,
ods,ODSJTPLM_his_productversion,ds_audit_rw,SELECT,,
ods,ODSJTPLM_his_salemodel,ds_audit_rw,SELECT,,
ods,odscis_fw_org,ds_audit_rw,SELECT,,缁勭粐
ods,odsemp_sms_hac_hise_dept,ds_audit_rw,SELECT,,缁勭粐琛?
ods,odshdrp_hisense_cost_bom,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_bom_analogy,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_bom_replace,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_machine_old_brand,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_cost_machine_vpi_brand,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_demand_division_item,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_develop_project,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_initial_requirement,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_material_complete_info,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_migration_plan_item,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_patent_apply,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_patent_plan_item,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_product_roadmap,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_tech_roadmap,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_tech_tree,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_techbreakpoint,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_hisense_techbreakpoint_master,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_pm_project,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odshdrp_pm_risk_info,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsjtplm_his_bom,ds_audit_rw,SELECT,,bom淇℃伅
ods,odsjtplm_his_cbb,ds_audit_rw,SELECT,,CBB搴?
ods,odsjtplm_his_cbb_average_reference_model,ds_audit_rw,SELECT,,
ods,odsjtplm_his_cbb_detail,ds_audit_rw,SELECT,,CBB璇︾粏淇℃伅
ods,odsjtplm_his_cbb_info,ds_audit_rw,SELECT,,CBB鍩烘湰淇℃伅
ods,odsjtplm_his_productseries,ds_audit_rw,SELECT,,浜у搧绯诲垪
ods,odsjtplm_hwa_bom,ds_audit_rw,SELECT,,bom淇℃伅
ods,odsjtplm_hwa_change,ds_audit_rw,SELECT,,鐧界數鍙樻洿
ods,odsjtplm_hwa_material_detail,ds_audit_rw,SELECT,,鐗╂枡璇︾粏淇℃伅
ods,odsjtplm_hwa_material_info,ds_audit_rw,SELECT,,鐗╂枡鍩烘湰淇℃伅
ods,odsjtplm_hwa_productfamily,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsjtplm_hwa_productmodel,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsjtplm_hwa_productseries,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsjtplm_hwa_productversion,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odsjtplm_hwa_salesmodel,ds_audit_rw,SELECT,,婧愮郴缁熸棤娉ㄩ噴
ods,odss990_ZMDGT139,ds_audit_rw,SELECT,,
ods,odss990_ZMDGT150,ds_audit_rw,SELECT,,
ods,odss990_ZMDGT153,ds_audit_rw,SELECT,,
ods,odss990_tgsb,ds_audit_rw,SELECT,,涓氬姟鑼冨洿
ods,odss990_zmdgt134,ds_audit_rw,SELECT,,鍔犺浇鏃堕棿
ods,odss990_zmdgt137,ds_audit_rw,SELECT,,涓氬姟鑼冨洿鍜屽叕鍙镐唬鐮佸叧绯?
ods,odss990_zmdgt138,ds_audit_rw,SELECT,,鍋滅敤鏍囪瘑
ods,odss990_zmdgt143,ds_audit_rw,SELECT,,鍒╂鼎涓績涓庢垚鏈腑蹇冨叧绯昏〃
ods,odss990_zmdgt144,ds_audit_rw,SELECT,,涓氬姟鑼冨洿涓庢垚鏈腑蹇冨叧绯昏〃
ods,odssrmn_md_org,ds_audit_rw,SELECT,,宸ュ巶
ods,odssrmn_md_org_company,ds_audit_rw,SELECT,,宸ュ巶-浜у搧鍏徃鍏崇郴琛?
ods,odssrmn_md_supp_client,ds_audit_rw,SELECT,,渚涘簲鍟哠AP缂栫爜琛?
ods,odssrmn_md_supp_info,ds_audit_rw,SELECT,,渚涘簲鍟嗕俊鎭〃(涓氬姟鎵ц浣跨敤)
dim,dim_mhr_mos_org_base_info_dd,ds_kqzzsjfx_ro,SELECT,,缁勭粐涓绘暟鎹熀鏈俊鎭?
dim,dim_mk_shop_detail_dd,ds_kqzzsjfx_ro,SELECT,,闂ㄥ簵鏄庣粏琛?
dim,dim_mk_shop_info_dd,ds_kqzzsjfx_ro,SELECT,,闂ㄥ簵鍩虹淇℃伅琛?
dim,dim_ref_data_dd,ds_kqzzsjfx_ro,SELECT,,鍙傝€冩暟鎹?缂栫爜缁村害琛?
